nr,kolumna2,kolumna3,kolumna4,kolumna5,kolumna6
86,0.89647827363573329,0.071888352530390567,0.1280579065130113,0.13658113798823554,1
87,0.89648014358559625,0.31799058404043562,0.37410029962744268,0.37351687527020921,1
88,0.89727113237761458,0.22543554562496865,0.27757722760284326,0.28059906658133432,1
89,0.89578265228672416,-0.035299043562485241,0.01704833290031138,0.017512080466317439,1
90,0.89053557297134922,0.072965443651436895,0.12532029991368523,0.1181359525403172,1
91,0.89775170949238703,0.31495752536276694,0.36941420527094598,0.36487770690348348,1
92,0.88563443438061584,0.21559960934596922,0.26877724354790572,0.25256477823632301,1
93,0.9010297316020992,-0.026386862515772064,0.028440067465266623,0.029771471767671111,1
94,0.90611786517912529,0.071589160552322145,0.12461345886549857,0.12911629813542835,1
95,0.90050053579089062,0.30834164274772891,0.3635238632027239,0.36270856506248744,1
96,0.89980865434160739,0.22400316402996609,0.28132834702787612,0.29567460237625703,1
97,0.8902644302412247,-0.03631255638819203,0.020260906764821084,0.0093329197658718992,1
98,0.88835708138103853,0.073115039640471099,0.12740716396071247,0.12437410528304384,1
99,0.88616176024196147,0.30755252390557347,0.35636943502716267,0.35556161668637792,1
100,0.88724072131287068,0.21228231828913557,0.2612974440961951,0.27059109491494554,1
101,0.89274398375946673,-0.029251625705777225,0.024793665232557705,0.020829371523151088,1
102,0.89366212914216425,0.072782188564869982,0.12534273931204035,0.12053696816431629,1
103,0.89822293685784482,0.3173211419895075,0.37143749102263368,0.36869614452358174,1
104,0.90836741486422734,0.22447439139542386,0.28206136737414372,0.26686615478799364,1
105,0.90127656498400566,-0.028870155933739983,0.029790171266300385,0.019718621304572064,1
106,0.89959735000709662,0.071091753888783388,0.1357396605499181,0.14284547002904316,1
107,0.9059495696914619,0.3189218190721736,0.37330370098583548,0.37259685993764885,1
108,0.90869652604010254,0.2270212631087313,0.28412579202281585,0.28791805034483314,1
109,0.90762691471850798,-0.036050763407382155,0.018207701815326525,0.017156789992361185,1
110,0.89480653845827596,0.066192485247912936,0.11627348247684126,0.12024525598569959,1
111,0.9019179577869898,0.3165095837489969,0.37188253909001046,0.37971014921622559,1
112,0.8800657236888173,0.21076765890016416,0.26623785163404995,0.28806016653441563,1
113,0.89708787729104766,-0.045853040588848898,0.0039100651633817152,0.0013818929487035331,1
114,0.91956654459330101,0.068114793707002561,0.11703642202091574,0.11477378268677328,1
115,0.91629787223290349,0.31547363152493496,0.36853906873509584,0.36926834918163759,1
116,0.9293519922260014,0.23190557215069832,0.28810878523085176,0.27170932493297628,1
117,0.92079510165324441,-0.030979459379122373,0.025306031494999881,0.032426800573028373,1
118,0.92434239654321826,0.085269713749500819,0.1393112647881099,0.14996997900679751,1
119,0.92234902998933732,0.32266171879802885,0.37684538602622047,0.36510958068648652,1
120,0.91123778790382126,0.22468756567979759,0.27955937445754653,0.27155972894394209,1
121,0.91182308221091757,-0.032314603581252717,0.021158482699026357,0.01370112264567089,1
122,0.90130648418181247,0.065474424500548731,0.12517070392465102,0.11907840727123273,1
123,0.89924953933259211,0.31733236168868506,0.37212937247191691,0.38232807902432431,1
124,0.8963324175464249,0.20782435781591604,0.26164525477069966,0.27751738920722957,1
125,0.90773350186069479,-0.029625615678362752,0.02464780914324935,0.028690640746898928,1
126,0.89947206336628049,0.065081735029333912,0.11766098527513356,0.10693869276110643,1
127,0.89639038599217569,0.3028215507523665,0.36231213569154674,0.35515396761625972,1
128,0.90624315181994153,0.22870421798536619,0.28428660771102765,0.27581947473169127,1
129,0.90667885013800364,-0.033556250290236671,0.017295166282217833,0.016491087841158943,1
130,0.90041451809719597,0.073021542147324717,0.12492387054274456,0.13049632113426896,1
131,0.90516606069889516,0.31402255043130312,0.37022950341118244,0.3700125892270828,1
132,0.89599208667137209,0.21119400746891168,0.26407244969277976,0.26821251868930157,1
133,0.90390010464169313,-0.03102059827610678,0.026813211084519568,0.025130256207884682,1
134,0.90293521051242243,0.056730538941499035,0.11362937337066156,0.11068607228641343,1
135,0.9015888466111146,0.31185340859030708,0.36760035390390616,0.36336304751451209,1
136,0.89789756558169542,0.21776501128723944,0.26530661660231203,0.25503685195511333,1
137,0.90443678025235341,-0.029498459087683674,0.027108663162862139,0.030321237027371838,1
138,0.89984792328872887,0.070669145219761739,0.12303148128146178,0.1264422698314418,1
139,0.89509077083744093,0.29843090847421239,0.35601414455320646,0.36090219349489933,1
140,0.89503467234155321,0.20984016376815207,0.26458481595522193,0.2838789586409094,1
141,0.91375848031904772,-0.021663369162016822,0.039199758976552319,0.032677373854660678,1
142,0.92008452070533198,0.076178017515946592,0.12790083072452538,0.11896995017918292,1
143,0.90963898077101812,0.31627770996599386,0.37429477441318715,0.37021454381227903,1
144,0.91606973834962624,0.21970227934523248,0.27010490795058434,0.26463343465165806,1
145,0.9163932396759128,-0.026865569680681541,0.030025784949029272,0.019112757548983506,1
146,0.91600429010442386,0.075949883632669413,0.12972590179074275,0.13118072278410048,1
147,0.91209983479063084,0.31206284297495496,0.3666840784710716,0.37174416280015382,1
148,0.90871148563900594,0.22144507261748106,0.27599898991853228,0.26729998315619286,1
149,0.91688129659013684,-0.034730578804155234,0.02013001027441615,0.028309170974861689,1
150,0.91094607572520447,0.070837440707425217,0.12253033471819717,0.13191374313036811,1
151,0.91059826505069996,0.31349522456995754,0.36491884580046791,0.36904769509781216,1
152,0.92011070000341288,0.2174246804121866,0.27258072156910057,0.27434221433997841,1
153,0.92203113851263963,-0.027172241458201678,0.033010224930261796,0.029816350564381373,1
154,0.91924865311660331,0.078160164370649904,0.13221667500816239,0.11795643735347613,1
155,0.9125841518051292,0.32367149172400983,0.37770556296316715,0.36893923800576234,1
156,0.90230316745875294,0.22341225987328095,0.27615606570701823,0.26854536976490267,1
157,0.90249951219436031,-0.025231233500482775,0.023881129699449014,0.031383368549514741,1
158,0.90857497929901221,0.092035192353573061,0.14473785929032593,0.1458710489072601,1
159,0.90739317098564198,0.31780732895386871,0.36700196994776929,0.38097423532356472,1
160,0.90277065492448483,0.22004635012001117,0.2785496015315656,0.29524077400805782,1
161,0.91965443223685861,-0.014871711259863597,0.041720451391778789,0.047240543387141211,1
162,0.9180088763574823,0.091044118926221412,0.14600194539766503,0.14437508901691798,1
163,0.90237609550340714,0.32883255334569012,0.38421672838588122,0.38349492773879118,1
164,0.89865863517590694,0.21003463855389654,0.26892309963721406,0.2894626289316114,1
165,0.8900119870097295,-0.037183953024316312,0.018387217002167579,0.0075190683988320796,1
166,0.88261072545226182,0.071327367571512271,0.12564567118983463,0.12422076939428377,1
167,0.88678258359645346,0.320073708187737,0.37391704454087576,0.3644999770311721,1
168,0.89657177112887965,0.2272232176939275,0.27857204092992077,0.26756177613700277,1
169,0.89930002797889108,-0.031226292761028823,0.021143523100122935,0.021970040939536955,1
170,0.90017703446460418,0.087846504660615124,0.13628568590989296,0.15006347649994389,1
171,0.90606550658296336,0.33272204906057962,0.38345378884180675,0.3836108646302927,1
172,0.89804716157072961,0.21775379158806188,0.27171680473242799,0.29050232105539914,1
173,0.89628566879985172,-0.022272972817331236,0.033818043271046545,0.02359689732028401,1
174,0.906359088711443,0.076993315656183045,0.13597527423264696,0.12823368180012651,1
175,0.91052346705618292,0.33242285708251118,0.38594456205922639,0.38119862930711601,1
176,0.90890035057516172,0.23016651877817562,0.28510564575098996,0.27607378791304943,1
177,0.9097661373616972,-0.028051117893777674,0.028301691175409979,0.022018659635973076,1
178,0.91245325531472421,0.084544173202684897,0.13819677466980501,0.14481265728484305,1
179,0.90719121640044575,0.3140823888269168,0.36580894193522145,0.36913745269123266,1
180,0.89621461070506048,0.21395779336631873,0.26670159920005604,0.27770438419352234,1
181,0.89274398375946673,-0.037542983397998421,0.015817905890504989,0.012392157741621534,1
182,0.90304927745406105,0.078560333641316413,0.13510013769679682,0.13155845265641186,1
183,0.88617858979072783,0.31493882586413768,0.36628016930067925,0.36127244356775901,1
184,0.90151030871687166,0.21274980575486749,0.26448757856234967,0.24776648688805064,1
185,0.89584062073247495,-0.033911540764192928,0.018196482116148958,0.025104076909803697,1
186,0.90049118604157607,0.076922257561391802,0.12515948422547343,0.13084039190904764,1
187,0.90156266731303358,0.32214935253558669,0.37691270422128587,0.38009909878771458,1
188,0.89741137861733422,0.22724939699200847,0.28262235233302202,0.30272805325922014,1
189,0.90219284041684022,-0.032415580873850804,0.020814411924247669,0.015930102882280646,1
190,0.896175341757939,0.083511960878348834,0.14083340397653302,0.14573267261740344,1
191,0.89792748477950224,0.33499964799362553,0.39106448478392231,0.38869712825745589,1
192,0.89938043582299698,0.23977806107362373,0.29393180910400846,0.28526646143920176,1
193,0.90931921934445747,0.002541261863718676,0.054159357879973516,0.047135826194817265,1
194,0.9028828519162605,0.083900910449837787,0.14649561216147794,0.14303246501533592,1
195,0.89991337153393136,0.33533249906922663,0.39014072955163603,0.38972186078234022,1
196,0.90468361363425986,0.23774355562275845,0.29126526059947366,0.31056688308461283,1
197,0.9034494467247276,-0.021278159490253724,0.0325502172639816,0.02820445378253774,1
198,0.89431287169446305,0.081840225700891514,0.12998769477155264,0.13223911440651753,1
199,0.89383416452955355,0.31459101518963312,0.37037535950049078,0.37722685579825771,1
200,0.91109941161396457,0.22793379864183999,0.28048686958955865,0.30111241657765064,1
0,0.90734081238948006,-0.029846269762188217,0.023264046244682889,0.018097374773413794,1
1,0.90505947355670824,0.071858433332583724,0.12776619433439459,0.12339986140445852,1
2,0.90021256351199985,0.32401182259906264,0.37404420113155484,0.36772938044444814,1
3,0.90241349450066566,0.21365486148852447,0.26523181860779488,0.25251428959002398,1
4,0.90079785781909616,-0.033862922067756811,0.026226046827560287,0.02656450775275019,1
5,0.89993020108269772,0.082001041389103288,0.13328254643003115,0.14079413502941152,1
6,0.89089086344530544,0.31918735195270931,0.37482958007398443,0.3738104573986889,1
7,0.89513751958401422,0.23270965059175722,0.28357976666284102,0.28167428775251774,1
8,0.89806773101922177,-0.03471187930552596,0.026540198404532131,0.018329248556416822,1
9,0.89078614625298158,0.084488074706797062,0.13645398139755646,0.13915231904976105,1
10,0.90851140100367267,0.33170479633514699,0.38787809021749359,0.38034032232003223,1
11,0.92869750977397669,0.23303502186790662,0.28963092441927485,0.27466945556599076,1
12,0.92557469350288757,-0.017788833046030732,0.039857981328302851,0.041471748060009417,1
13,0.96899679926993043,0.091758439773859765,0.14206757088606525,0.13727488938738169,1
14,1.0221950029203593,0.34701220591307275,0.39800573867510974,0.40332200613541302,1
15,1.0451673369864254,0.25497327365977379,0.31053322398708016,0.3036237592435625,1
16,1.0721899824555927,0.0063484797846393706,0.058875371434277048,0.059393347546308005,1
17,1.0938047329211735,0.13861564343910082,0.19822590516950842,0.20261093759807378,1
18,1.0860967995861857,0.38119114950766431,0.43356844516826776,0.4406723846975299,1
19,1.0830300818109844,0.2869606360150142,0.34283847781901822,0.36465144297006924,1
20,1.0698918140740548,0.029621875778636897,0.085492237783189221,0.084368397915569701,1
21,1.059599610028501,0.13156593245586357,0.17929827265695475,0.18279320895076653,1
22,1.0344861833693826,0.37699498201525466,0.43064758348237481,0.42707410929432005,1
23,1.0279862376458462,0.25936017603820205,0.31187210808893634,0.29455450240836339,1
24,1.0086434762637224,0.0024477643705722932,0.05671744929245854,0.061532570189497239,1
25,0.98662668657761232,0.10568208645321904,0.15902427624309318,0.16786726914487804,1
26,0.96744474088370058,0.35044543386140792,0.40088172156429247,0.40027024795911509,1
27,0.95060771231789998,0.24170784933216508,0.29489296333355325,0.30006337470454825,1
28,0.92022476694505151,-0.026794511585890291,0.028189494183634319,0.022499236750745482,1
29,0.91893076163990561,0.082367551562237115,0.13953565877166121,0.14318393095423307,1
30,0.90432645321044069,0.32924394231553422,0.38255995280732735,0.38036276171838734,1
31,0.8944680775330861,0.22682304842326098,0.28094687725583889,0.28353301791626778,1
32,0.90395807308744391,-0.016352711551302294,0.042502090434482546,0.036669716812011206,1
33,0.87462977943728659,0.070171738556222982,0.12010313979611709,0.12868059981736621,1
34,0.8779564202434349,0.32142381198877079,0.37224904926314428,0.36631943824780072,1
35,0.86829999915127654,0.20498577392399189,0.26589752075899714,0.26914188377117659,1
36,0.88636558477702054,-0.029648055076717885,0.021854104048035443,0.017285816532903193,1
37,0.8739827767847137,0.087932522354309803,0.13923272689386693,0.14284733997890608,1
38,0.86355219644930326,0.30803871086993467,0.36050202422423278,0.3634509351580697,1
39,0.85894837988677541,0.20979154507171593,0.26336186874486722,0.258225116471405,1
40,0.85864918790870692,-0.045516449613521921,0.0029900498308213118,0.0059352208649323598,1
41,0.85975058837797136,0.065766136679165435,0.12011435949529464,0.12324652551569847,1
42,0.85999929170974065,0.31635998775996271,0.36568552524426823,0.35834223213255134,1
43,0.85196598709860349,0.19601375448166503,0.25528742523674564,0.24347121205290584,1
44,0.85551702188830314,-0.047472417170144242,0.0085512807231681413,0.012165893808207288,1
45,0.85743746039752988,0.061240858010880528,0.11466906549444933,0.11630901152423688,1
46,0.84212257102015242,0.3065390110798667,0.35664992750660185,0.37087463611389249,1
47,0.84462643388661252,0.20833672407835824,0.26514580091410023,0.27671892061575942,1
48,0.87049345034049064,-0.037198912623219733,0.015814165990779134,0.007999645513604485,1
49,0.86725469717789994,0.069651892494329098,0.12860393187298619,0.12802985726506738,1
50,0.86448343148104123,0.31674893733145165,0.3721069330735618,0.36230278594223214,1
51,0.86059393576615173,0.20610400394202261,0.26357504302924101,0.25892073782041408,1
52,0.86981091864052207,-0.036013364410123608,0.015313019427514523,0.021089294554098033,1
53,0.87260649368559895,0.067127460179376763,0.12353636774445224,0.12828043054669969,1
54,0.86811487411484667,0.31972215761350659,0.37375248895293811,0.37662660189225794,1
55,0.87343114157515001,0.21974715814194276,0.27381488847863283,0.25954904097435777,1
56,0.8713031386311384,-0.044933025256288492,0.011902230877534489,0.017345654928516877,1
57,0.88437221822313972,0.082281533868542436,0.1388250778237487,0.12978387023649351,1
58,0.88644599262112644,0.32820051029202058,0.37603382778570987,0.39015007930095069,1
59,0.87772080656070606,0.21178865152532267,0.26545621259134622,0.28755715002128812,1
60,0.87150883311606042,-0.045034002548886586,0.010529687678145595,0.0027637858974070661,1
61,0.86984083783832888,0.073088860342390108,0.12532029991368523,0.13629503565920759,1
62,0.86974734034518253,0.32801351530572781,0.38256743260677906,0.37728482424400844,1
63,0.86303796023699819,0.20295874827257832,0.25821576672209035,0.24706151578972693,1
64,0.87277852907298825,-0.041993464071766226,0.01708947179729579,0.010460499533217272,1
65,0.87808731673383988,0.068354147289457309,0.12809156561054399,0.13326571688126482,1
66,0.87079825216814788,0.31384677514418791,0.36781726808800574,0.35691359043727461,1
67,0.8887142418048577,0.22887999327248137,0.27793251807679947,0.26260453905038156,1
68,0.88684055204220424,-0.037976811766197639,0.015215782034642284,0.018912672913650248,1
69,0.89782650748690418,0.083066912810972046,0.13646146119700817,0.14672187609489218,1
70,0.90077541842074105,0.33162625844090404,0.38621009493976211,0.37676123828238872,1
71,0.89711031668940289,0.22167694640048408,0.27288365344689486,0.26938497725335719,1
72,0.89466442226869347,-0.03262127535877285,0.018596651386815474,0.021541822420926525,1
73,0.90186933909055367,0.083949529146273905,0.13507769829844171,0.1364296720493384,1
74,0.89286740045042001,0.32641657812278757,0.38122106870547112,0.379648440870749,1
75,0.89991524148379431,0.21930211007456596,0.27095386518835352,0.26190517780164663,1
76,0.89965344850298445,-0.028196973983086029,0.025440667885130674,0.029335773449608967,1
77,0.90148786931851643,0.088145696638683546,0.14500339217086167,0.14233123381673804,1
78,0.90522215919478299,0.32689154538797122,0.38367070302590639,0.38241222676815606,1
79,0.90679104712977932,0.22851348309934758,0.28433522640746378,0.28333854313052331,1
80,0.89916913148848621,-0.03298778553190667,0.02247492740252742,0.02031139541112013,1
81,0.89701494924639358,0.083336185591233639,0.14056039129654557,0.15233920548312682,1
82,0.90030793095500916,0.33662276447464673,0.38896640103771746,0.38416997963930805,1
83,0.89774609964279828,0.21105189127932919,0.26212022203588331,0.25503872190497628,1
84,0.90173096280069709,-0.030721406298038358,0.020881730119313064,0.027233949803678291,1
85,0.90259674958723257,0.087992360749923476,0.14122983334747366,0.15122845526454781,1
86,0.90568029691120022,0.328241649189005,0.3825562129076015,0.36764336275075349,1
87,0.90441995070358705,0.2284274654056529,0.28214364516811258,0.2719729878636491,1
88,0.90296512971022935,-0.028084776991310369,0.021498813574079189,0.029556427533434432,1
89,0.89971889674818695,0.087356577796528084,0.14281555083123632,0.14300067586766615,1
90,0.90141868117358814,0.329120525624581,0.3863634308285222,0.3813388755468356,1
91,0.90220966996560659,0.2160035185163616,0.27397570416684458,0.27026011378920733,1
92,0.90040329839801847,-0.018615350885444751,0.03189573481195692,0.03837137118727537,1
93,0.90048744614185017,0.085613784524279507,0.13284123826238023,0.14139251898554836,1
94,0.90073614947361957,0.33177211453021238,0.384740314347501,0.39581228748589559,1
95,0.90732772274043949,0.21652710447798135,0.2746601058166761,0.28996190554501305,1
96,0.8987558725687792,-0.045120020242581257,0.012414597139976665,0.014301376551670665,1
97,0.90314090499734456,0.078493015446251022,0.13551526656636678,0.13538624002582475,1
98,0.90457515654220999,0.31733236168868506,0.37370387025650198,0.37036226985145027,1
99,0.89668396812065532,0.21316867452416327,0.26853415006572512,0.25088743320927692,1
100,0.88883765849581087,-0.046690778127440484,0.0027245169502855856,0.0093460094149123932,1
101,0.89803968177127791,0.076791361070986858,0.13317782923770721,0.13357612855851081,1
102,0.90703227066209691,0.3362562543015129,0.39370485399037614,0.38050487790796989,1
103,0.91139112379258125,0.22977008940723495,0.28246527654453613,0.27806528451706736,1
104,0.9131694461122255,-0.01835355790463488,0.034928793489625569,0.032540867514666956,1
105,0.90879002353324889,0.094836377248238679,0.15612211405582946,0.14658349980503552,1
106,0.89926823883122131,0.34335458398118623,0.3960759504165684,0.40484414532383617,1
107,0.91277114679142191,0.23236557981697853,0.28323195598833645,0.30216519835047889,1
108,0.90528012764053378,-0.037142814127331905,0.017800052745208298,0.014896020608081657,1
109,0.89741885841678593,0.083508220978622982,0.14139812883513717,0.15434753163591114,1
110,0.90211056262287137,0.32630812103073781,0.37736523208811434,0.37840679416176504,1
111,0.8916463231899282,0.20779817851783505,0.25840276170838311,0.25526685578825348,2
112,0.90428531431345627,-0.026282145323448115,0.026536458504806276,0.027708917068861912,2
113,0.90461255553946862,0.083650337168205482,0.13514127659378125,0.13755164196709499,2
114,0.90939401733897463,0.33335409211424916,0.38550699379130132,0.39797768942716583,2
115,0.90409083952771174,0.21561456894487263,0.26761039483343885,0.28465872773375023,2
116,0.90855440985052005,-0.03977944343405989,0.014703415772200109,0.007644355039648232,2
117,0.90165429485631698,0.080471422401228468,0.13167438954791338,0.13911492005250251,2
118,0.90680226682895682,0.31912751355709562,0.37210319317383594,0.36134163171268729,2
119,0.90924629129980328,0.21776875118696529,0.27042653932700789,0.26113849835784625,2
120,0.9132610736555089,-0.036570609469276046,0.01900804035665956,0.013142007636655522,2
121,0.90790927714781,0.082161857077315076,0.14059779029380412,0.13471679797489666,2
122,0.9105776956022078,0.34258416463766006,0.39430697784623886,0.39463795897197701,2
123,0.910416879913996,0.2181876199562611,0.27207583510611011,0.2717448539803719,2
124,0.91075908073891176,-0.02584083715579719,0.02197378083926281,0.024713257388451818,2
125,0.90658909254458309,0.094204334194569139,0.14682846323707904,0.14453029485554097,2
126,0.89136770066035198,0.31896669786888382,0.37564487821422088,0.38837362693116939,2
127,0.89362847004463153,0.21016927494402732,0.26709428867127083,0.28216795451633064,2
128,0.89724308312967072,-0.04289851980542321,0.010888718051827704,0.00085269713749500824,2
129,0.90074923912266003,0.087008767122023531,0.14559429632754681,0.15462802411535029,2
130,0.90657787284540559,0.32847352297200799,0.38193912945283537,0.37256881068970493,2
131,0.90036589940075984,0.20958585058679391,0.26731494275509632,0.25926480859519274,2
132,0.89823415655702232,-0.026992726271360623,0.026450440811111604,0.024731956887081095,2
133,0.89216055940223338,0.076821280268793701,0.12961370479896711,0.13147804481230596,2
134,0.89742446826637468,0.3285670204651544,0.37856573990011388,0.37600577853776596,2
135,0.896485753435185,0.21652710447798135,0.27193745881625347,0.2568376136731127,2
136,0.89953938156134583,-0.037172733325138749,0.018865924167077056,0.025393919138557482,2
137,0.90479207072630963,0.088702941697835991,0.14526144525194568,0.13550217691732627,2
138,0.90189364843877173,0.32056363505182406,0.37173668300070212,0.38105838306739642,2
139,0.90383652634635359,0.20873315344929888,0.26256901000298594,0.26522620875820613,2
140,0.9073314626401654,-0.039869201027480421,0.0075564673960906324,0.013658113798823554,2
141,0.89665030902312259,0.078092846175584499,0.13461395073243565,0.12733797581578415,2
142,0.90260609933654723,0.33345506940684727,0.38718994866793621,0.39119351132446428,2
143,0.89719820433296049,0.20886778983942969,0.26270364639311672,0.26302340781967737,2
